OBJECTID,DPTOMPIO,CODIGO_VER,NOM_DEP,NOMB_MPIO,NOMBRE_VER,VIGENCIA,FUENTE,DESCRIPCIO,SEUDONIMOS,AREA_HA,COD_DPTO,ShapeSTArea,ShapeSTLength
24506,15542,15542005,BOYACÁ,PESCA,CHAGUATA,1994,POT,NULL,NULL,1057.18314567,15,10739420.4858398,15121.0906544232
24507,15542,15542014,BOYACÁ,PESCA,NOGUATA,1994,POT,NULL,NULL,1337.47062504,15,13587822.4711914,19401.3393345332
24508,05120,05120011,ANTIOQUIA,CÁCERES,NARANJAL,INDF,Gobernacion Antioquia,NULL,NULL,1108.01858352,05,11347779.2080078,16509.1044936621
24509,70713,70713065,SUCRE,SAN ONOFRE,SABANAS DE MUCACAL,INDF,UACT,NULL,NULL,2081.37453568,70,21569763.6816406,30659.9855444133
24510,70713,70713045,SUCRE,SAN ONOFRE,PAJONALITO,INDF,UACT,NULL,NULL,3962.60542488,70,41022108.5644531,46558.3547996809
24511,70508,70508011,SUCRE,OVEJAS,CORREGIMIENTO CANUTALITO,INDF,UACT,NULL,NULL,3147.96457333,70,32560968.7910156,36293.5985763524
24512,05120,05120001,ANTIOQUIA,CÁCERES,SAN MARCOS,INDF,Gobernacion Antioquia,NULL,NULL,1798.85051375,05,18426501.4101562,29589.0779990948
24513,51342,05134002,ANTIOQUIA,CAMPAMENTO,EL GUADUAL,INDF,DPS,NULL,NULL,4741.35927138,51,48445629.9677734,53993.191956889
24514,51342,05134003,ANTIOQUIA,CAMPAMENTO,CHAQUIRAL,INDF,DPS,NULL,NULL,616.8730483,51,6298841.50927734,15878.8256109741
24515,51342,05134004,ANTIOQUIA,CAMPAMENTO,GUADUAS,INDF,DPS,NULL,NULL,298.54575934,51,3049190.50634766,8196.24439988373
24516,51342,05134005,ANTIOQUIA,CAMPAMENTO,MONTAÑITA,INDF,DPS,NULL,NULL,312.37155742,51,3190236.77734375,8869.67266588175
24517,23855,23855046,CÓRDOBA,VALENCIA,GUASIMO,INDF,Trabajo en Campo,NULL,NULL,1335.67777993,23,13693631.3564453,20218.6445151295
24518,23855,23855056,CÓRDOBA,VALENCIA,LA QUEBRADA,INDF,Trabajo en Campo,NULL,NULL,1190.3461738,23,12220862.3681641,16210.8200549164
24519,23855,23855059,CÓRDOBA,VALENCIA,LAS FLORES,INDF,Trabajo en Campo,NULL,NULL,2299.22255027,23,23601144.9213867,33751.1184404278
24520,23855,23855064,CÓRDOBA,VALENCIA,MANZANARES,INDF,Trabajo en Campo,NULL,NULL,668.00828363,23,6854539.75146484,12186.3226863117
24521,23855,23855029,CÓRDOBA,VALENCIA,EL REPOSO,INDF,Trabajo en Campo,NULL,NULL,222.97389792,23,2287533.2109375,10212.6422499401
24522,05120,05120052,ANTIOQUIA,CÁCERES,ASTURIAS,INDF,Gobernacion Antioquia,NULL,NULL,1532.06180489,05,15687569.1660156,21874.4363305386
24523,05120,05120012,ANTIOQUIA,CÁCERES,CORRALES - EL PLAYON,INDF,Gobernacion Antioquia,NULL,NULL,1003.6152444,05,10276936.3916016,18406.3021733978
24524,05120,05120030,ANTIOQUIA,CÁCERES,PUERTO BELGICA,INDF,Gobernacion Antioquia,NULL,NULL,13921.9817548,05,142594470.164551,78305.9217006959
24525,54250,54250029,NORTE DE SANTANDER,EL TARRA,LA CAMPANA,INDF,EOT,NULL,NULL,790.48543006,54,8136843.56494141,13552.7382857361
24526,54250,54250030,NORTE DE SANTANDER,EL TARRA,LOS CEDROS,INDF,EOT,NULL,NULL,743.39318793,54,7652844.48144531,15427.8422092028
24527,54250,54250031,NORTE DE SANTANDER,EL TARRA,SAN ISIDRO EL PASO,INDF,EOT,NULL,NULL,988.50650108,54,10176241.6030273,13675.5779231224
24528,05120,05120040,ANTIOQUIA,CÁCERES,PUERTO SANTO,INDF,Gobernacion Antioquia,NULL,NULL,2483.32549787,05,25454967.2231445,25466.7009213511
24529,05120,05120019,ANTIOQUIA,CÁCERES,VIJAGUAL,INDF,Gobernacion Antioquia,NULL,NULL,1268.388032,05,12988342.4462891,20587.1821141756
24530,54250,54250043,NORTE DE SANTANDER,EL TARRA,LA UNION,INDF,EOT,NULL,NULL,1673.39732095,54,17233482.8823242,19671.4507259453
24531,27160,27160007,CHOCÓ,CÉRTEGUI,RESGUARDO INDÍGENA PARED Y PARECITO,INDF,DPCI,NULL,NULL,1879.2542382,27,19048701.1308594,31079.5073426575
24532,27160,27160001,CHOCÓ,CÉRTEGUI,CÉRTEGUI,INDF,DPCI,NULL,NULL,7746.71816442,27,78526366.0639648,72923.3551193748
24533,27135,27135002,CHOCÓ,EL CANTÓN DEL SAN PABLO,GUAPANDO,INDF,UNODC,NULL,NULL,2029.58398578,27,20567498.7724609,23669.328044465
24534,27135,27135007,CHOCÓ,EL CANTÓN DEL SAN PABLO,PUERTO PERVEL,INDF,UNODC,NULL,NULL,4297.74459061,27,43554768.1513672,43169.1521312753
24535,27135,27135004,CHOCÓ,EL CANTÓN DEL SAN PABLO,LA VICTORIA,INDF,EOT,NULL,NULL,1913.31539899,27,19391427.7856445,23846.5266286471
24536,27135,27135008,CHOCÓ,EL CANTÓN DEL SAN PABLO,TARIDO,INDF,EOT,NULL,NULL,8439.97403937,27,85525768.9775391,49539.9427504205
24537,27135,27135005,CHOCÓ,EL CANTÓN DEL SAN PABLO,MANAGRU,INDF,EOT,NULL,NULL,15771.2605175,27,159789197.172363,91759.4844861533
24538,27135,27135001,CHOCÓ,EL CANTÓN DEL SAN PABLO,BOCA DE RASPADURA,INDF,EOT,NULL,NULL,4339.07212868,27,43956065.1152344,52067.0265232527
24539,23855,23855021,CÓRDOBA,VALENCIA,EL BRILLANTE SANTA CLARA,INDF,Trabajo en Campo,NULL,NULL,1229.97690007,23,12623757.6606445,20232.3226211264
24540,23855,23855060,CÓRDOBA,VALENCIA,LAS NUBES,INDF,Trabajo en Campo,NULL,NULL,1314.33684697,23,13494363.0332031,20526.3530037897
24541,23855,23855023,CÓRDOBA,VALENCIA,EL CACHACO,INDF,Trabajo en Campo,NULL,NULL,682.38030302,23,7005223.69042969,15187.9767390245
24542,23855,23855102,CÓRDOBA,VALENCIA,VENADO CANTA RANA,INDF,Trabajo en Campo,NULL,NULL,292.45569824,23,3000649.24267578,11138.4038014451
24543,23855,23855024,CÓRDOBA,VALENCIA,EL FARO,INDF,UACT,NULL,NULL,1677.90391642,23,17217767.2900391,23734.458338607
24544,54250,54250012,NORTE DE SANTANDER,EL TARRA,LAS TORRES,INDF,EOT,NULL,NULL,276.20570505,54,2842426.58544922,8146.45690323464
24545,54250,54250016,NORTE DE SANTANDER,EL TARRA,BELLO HORIZONTE,INDF,EOT,NULL,NULL,259.81912261,54,2674137.2421875,6836.02700728878
24546,54250,54250017,NORTE DE SANTANDER,EL TARRA,KILOMETRO 77,INDF,EOT,NULL,NULL,2216.87474089,54,22818839.824707,22332.7172921613
24547,54250,54250020,NORTE DE SANTANDER,EL TARRA,KILOMETRO 84,INDF,EOT,NULL,NULL,2117.46783907,54,21794315.5644531,20403.5290212151
24548,54250,54250023,NORTE DE SANTANDER,EL TARRA,BELLAVISTA,INDF,EOT,NULL,NULL,979.19560304,54,10076697.9213867,17326.7730854564
24549,54250,54250024,NORTE DE SANTANDER,EL TARRA,PALMAS DE VINO,INDF,EOT,NULL,NULL,536.54728836,54,5522293.38916016,12198.233639981
24550,54250,54250026,NORTE DE SANTANDER,EL TARRA,EL ROSAL,INDF,EOT,NULL,NULL,377.14009144,54,3881871.35693359,8241.80724874477
24551,54250,54250027,NORTE DE SANTANDER,EL TARRA,LOS BALSOS,INDF,EOT,NULL,NULL,1207.41365686,54,12428692.3305664,21386.663489675
24552,54250,54250052,NORTE DE SANTANDER,EL TARRA,LA GORGONA,INDF,EOT,NULL,NULL,1181.96494698,54,12173704.4985352,18171.2259034551
24553,54250,54250051,NORTE DE SANTANDER,EL TARRA,UNION CATATUMBO,INDF,EOT,NULL,NULL,1323.34280702,54,13629202.5136719,20043.8319560524
24554,54250,54250047,NORTE DE SANTANDER,EL TARRA,LA ESPERANZA,INDF,EOT,NULL,NULL,852.80297247,54,8782202.88525391,13889.1519313996
24555,54250,54250053,NORTE DE SANTANDER,EL TARRA,PLAYA COTIZA,INDF,EOT,NULL,NULL,1440.70761838,54,14839359.4643555,19683.1985578233
24556,23466,23466071,CÓRDOBA,MONTELÍBANO,PUERTO NUEVO,INDF,Trabajo en Campo,NULL,NULL,1646.92423093,23,16880880.3232422,23793.1216175486
24557,23855,23855098,CÓRDOBA,VALENCIA,SANTA MARIA,INDF,Trabajo en Campo,NULL,NULL,986.40288902,23,10119407.9570312,19531.3715468101
24558,23855,23855058,CÓRDOBA,VALENCIA,LAS CRUCES,INDF,Trabajo en Campo,NULL,NULL,1316.23589069,23,13516157.4702148,22246.3565741896
24559,23855,23855067,CÓRDOBA,VALENCIA,MIELES ABAJO,INDF,Trabajo en Campo,NULL,NULL,917.46519482,23,9408451.54003906,19517.4090758035
24560,23807,23807122,CÓRDOBA,TIERRALTA,PARAISO,INDF,Región Nudo Paramillo,NULL,NULL,198.1145239,23,2030785.67089844,6926.43421039583
24561,23807,23807039,CÓRDOBA,TIERRALTA,CONGO,INDF,Región Nudo Paramillo,NULL,NULL,898.37168709,23,9204475.45019531,16534.2632253877
24562,23807,23807004,CÓRDOBA,TIERRALTA,ALTO QUIMARY,INDF,Región Nudo Paramillo,NULL,NULL,2091.53928079,23,21439287.3442383,32116.8577336518
24563,23807,23807153,CÓRDOBA,TIERRALTA,TESORO,INDF,Región Nudo Paramillo,NULL,NULL,271.41515091,23,2781238.95849609,7509.07460788148
24564,23807,23807070,CÓRDOBA,TIERRALTA,GURUYO,INDF,Región Nudo Paramillo,NULL,NULL,1286.05985172,23,13180740.5644531,15495.2076698381
24565,23807,23807027,CÓRDOBA,TIERRALTA,CANUTILLAL,INDF,Región Nudo Paramillo,NULL,NULL,1322.49573764,23,13566438.4301758,15626.2439633838
24566,23466,23466043,CÓRDOBA,MONTELÍBANO,FRANCIA ELENA,INDF,Trabajo en Campo,NULL,NULL,776.16026743,23,7960880.24707031,15862.6788083667
24567,23466,23466054,CÓRDOBA,MONTELÍBANO,LAS PALMITAS,INDF,Trabajo en Campo,NULL,NULL,942.7010265,23,9663916.52734375,19196.4254104663
24568,23466,23466085,CÓRDOBA,MONTELÍBANO,TOLOVA MEDIO,INDF,Trabajo en Campo,NULL,NULL,390.53050935,23,4002216.22851562,11872.7478932388
24569,23466,23466025,CÓRDOBA,MONTELÍBANO,EL BOTE,INDF,Trabajo en Campo,NULL,NULL,1852.19216636,23,19001412.0600586,27164.6594670927
24570,23466,23466091,CÓRDOBA,MONTELÍBANO,LAS MARGARITAS,INDF,Trabajo en Campo,NULL,NULL,956.81061609,23,9817020.74169922,18580.2440472694
24571,23807,23807065,CÓRDOBA,TIERRALTA,FRASQUILLO,INDF,Región Nudo Paramillo,NULL,NULL,349.91313275,23,3586572.07568359,24178.404883859
24572,23807,23807035,CÓRDOBA,TIERRALTA,CHISPAS,INDF,Región Nudo Paramillo,NULL,NULL,1744.06963267,23,17867679.6567383,21019.0184337798
24573,23807,23807101,CÓRDOBA,TIERRALTA,LOS OLIVOS,INDF,Región Nudo Paramillo,NULL,NULL,641.21061199,23,6569280.03857422,12483.9441090634
24574,23807,23807118,CÓRDOBA,TIERRALTA,PAILAS,INDF,Región Nudo Paramillo,NULL,NULL,2064.70153233,23,21175384.0610352,26237.407062894
24575,23807,23807072,CÓRDOBA,TIERRALTA,JAMAICA,INDF,Región Nudo Paramillo,NULL,NULL,1334.36008701,23,13670618.3051758,40068.5577615864
24576,23807,23807001,CÓRDOBA,TIERRALTA,LAS AGUADITAS,INDF,Región Nudo Paramillo,NULL,NULL,928.56754988,23,9525059.49951172,16630.3086173369
24577,23807,23807061,CÓRDOBA,TIERRALTA,FLORES ABAJO,INDF,Región Nudo Paramillo,NULL,NULL,1397.87566944,23,14344370.3549805,17587.7733867808
24578,23807,23807076,CÓRDOBA,TIERRALTA,JUAN LEON CENTRAL,INDF,Región Nudo Paramillo,NULL,NULL,1320.14389754,23,13548670.7392578,20645.4467145826
24579,23807,23807102,CÓRDOBA,TIERRALTA,LOS PATOS,INDF,Región Nudo Paramillo,NULL,NULL,401.23342654,23,4117996.11083984,10886.7037822763
24580,23855,23855094,CÓRDOBA,VALENCIA,RUSIA 9,INDF,Trabajo en Campo,NULL,NULL,312.53844306,23,3206580.42480469,8459.81912388971
24581,23855,23855039,CÓRDOBA,VALENCIA,GARDENIA,INDF,Trabajo en Campo,NULL,NULL,57.88624132,23,593839.790527344,4380.85176144772
24582,15542,15542022,BOYACÁ,PESCA,TOLEDO,1994,POT,NULL,NULL,692.25109965,15,7033775.35595703,17353.384792399
24583,15542,15542013,BOYACÁ,PESCA,NARANJOS,1994,POT,NULL,NULL,382.50624566,15,3886425.46972656,12358.2889259563
24584,70508,70508049,SUCRE,OVEJAS,SAN RAFAEL,INDF,UACT,NULL,NULL,1170.99314388,70,12108953.8310547,18225.5178336657
24585,13244,13244051,BOLÍVAR,EL CARMEN DE BOLÍVAR,HOBO,INDF,UACT,NULL,NULL,824.93485871,13,8538523.671875,21925.4583386809
24586,13244,13244014,BOLÍVAR,EL CARMEN DE BOLÍVAR,BORRACHERA,INDF,UACT,NULL,NULL,840.60389909,13,8699188.26171875,15570.0099857269
24587,23807,23807138,CÓRDOBA,TIERRALTA,SALTILLO,INDF,Región Nudo Paramillo,NULL,NULL,198.14662428,23,2031997.06640625,10044.4274494054
24588,23807,23807148,CÓRDOBA,TIERRALTA,SEVERA,INDF,Región Nudo Paramillo,NULL,NULL,517.7879812,23,5307180.25048828,14501.1054732513
24589,23807,23807121,CÓRDOBA,TIERRALTA,PANICO,INDF,Región Nudo Paramillo,NULL,NULL,2897.66234886,23,29651177.8955078,40459.4077342923
24590,13688,13688008,BOLÍVAR,SANTA ROSA DEL SUR,SIN DEFINIR,INDF,ESRI,NULL,NULL,1739.2118175,13,17833489.519043,21413.8412533247
24591,13688,13688009,BOLÍVAR,SANTA ROSA DEL SUR,SIN DEFINIR,INDF,ESRI,NULL,NULL,1508.71795424,13,15468628.1806641,18349.5465554481
24592,13688,13688019,BOLÍVAR,SANTA ROSA DEL SUR,SIN DEFINIR,INDF,ESRI,NULL,NULL,1858.94531947,13,19048119.8041992,29064.0522500005
24593,13670,13670037,BOLÍVAR,SAN PABLO,LAS MELLIZAS,INDF,ESRI,NULL,NULL,2298.69429755,13,23550331.2714844,33471.4821710878
24594,13670,13670038,BOLÍVAR,SAN PABLO,SIN DEFINIR,INDF,ESRI,NULL,NULL,2080.95012952,13,21317648.0522461,26976.5402176127
24595,13670,13670039,BOLÍVAR,SAN PABLO,SIN DEFINIR,INDF,ESRI,NULL,NULL,2092.73446283,13,21436893.2514648,32995.7282449628
24596,13670,13670040,BOLÍVAR,SAN PABLO,CERRO LOS HUEVOS,INDF,ESRI,NULL,NULL,1865.20727747,13,19108371.0361328,28918.259245124
24597,13670,13670041,BOLÍVAR,SAN PABLO,CAÑABRAVAL,INDF,ESRI,NULL,NULL,2081.95212189,13,21327895.3686523,32161.2378906545
24598,13670,13670042,BOLÍVAR,SAN PABLO,SIN DEFINIR,INDF,ESRI,NULL,NULL,1806.57343649,13,18506274.0229492,26006.169961754
24599,13670,13670043,BOLÍVAR,SAN PABLO,SIN DEFINIR,INDF,ESRI,NULL,NULL,1867.41467171,13,19127806.2250977,26834.8839779392
24600,13670,13670068,BOLÍVAR,SAN PABLO,SIN DEFINIR,INDF,ESRI,NULL,NULL,1775.23063232,13,18170328.9091797,24536.9818599727
24601,13670,13670069,BOLÍVAR,SAN PABLO,SIN DEFINIR,INDF,ESRI,NULL,NULL,1917.5978735,13,19627045.2568359,31687.2726257447
24602,13670,13670070,BOLÍVAR,SAN PABLO,SIN DEFINIR,INDF,ESRI,NULL,NULL,1943.16115209,13,19887275.0131836,24592.1460039
24603,13670,13670071,BOLÍVAR,SAN PABLO,SIN DEFINIR,INDF,ESRI,NULL,NULL,2238.27708483,13,22907860.5522461,28560.7697882544
24604,13670,13670072,BOLÍVAR,SAN PABLO,SIN DEFINIR,INDF,ESRI,NULL,NULL,1980.89367004,13,20274135.0083008,21162.3989604825
24605,47053,47053010,MAGDALENA,ARACATACA,LA BOGOTANA,INDF,DEFENSORIA,NULL,NULL,9032.15186513,47,94035008.4726562,65959.9932716466
24606,47053,47053011,MAGDALENA,ARACATACA,RESGUARDO INDIGENA KOGUI-MALAYO ARHUACO,INDF,DEFENSORIA,NULL,NULL,7473.63890297,47,77938318.234375,69003.8051003073
24607,47053,47053012,MAGDALENA,ARACATACA,LA POLVORITA,INDF,DEFENSORIA,NULL,NULL,10340.5419774,47,107709895.960938,76602.8980963285
24608,47053,47053013,MAGDALENA,ARACATACA,CERRO AZUL,INDF,DEFENSORIA,NULL,NULL,6592.4211255,47,68649408.6962891,64340.4930080817
24609,47053,47053014,MAGDALENA,ARACATACA,GUATAPURI,INDF,DEFENSORIA,NULL,NULL,9296.39044901,47,96909378.7949219,60987.9962958231
24610,47053,47053015,MAGDALENA,ARACATACA,NABUSIMAKE,INDF,DEFENSORIA,NULL,NULL,12357.7691786,47,128761353.540039,73345.6856352193
24611,47053,47053016,MAGDALENA,ARACATACA,LA FUENTE,INDF,DEFENSORIA,NULL,NULL,11560.0496668,47,120489346.134766,61876.8935829252
24612,47189,47189000,MAGDALENA,CIÉNAGA,SIN DEFINIR,INDF,DEFENSORIA,NULL,NULL,10632.2607043,47,111031143.981445,89509.4161391381
24613,47189,47189001,MAGDALENA,CIÉNAGA,SIN DEFINIR,INDF,DEFENSORIA,NULL,NULL,2527.74346927,47,26375706.5849609,28278.7960415429
24614,47189,47189002,MAGDALENA,CIÉNAGA,LOURDES,INDF,DEFENSORIA,NULL,NULL,8489.15783597,47,88622020.3164062,64103.7434034491
24615,47189,47189003,MAGDALENA,CIÉNAGA,SIN DEFINIR,INDF,DEFENSORIA,NULL,NULL,8652.7449728,47,90319328.6123047,58217.1521832072
24616,47189,47189004,MAGDALENA,CIÉNAGA,SIN DEFINIR,INDF,DEFENSORIA,NULL,NULL,8231.05007166,47,85888256.9589844,51383.1538021442
24617,47189,47189005,MAGDALENA,CIÉNAGA,VEREDA CHERUA,INDF,DEFENSORIA,NULL,NULL,8476.11158192,47,88398396.8154297,57716.5128223056
24618,47189,47189006,MAGDALENA,CIÉNAGA,SIN DEFINIR,INDF,DEFENSORIA,NULL,NULL,5448.15089045,47,56766255.1992188,43734.0620850357
24619,47189,47189007,MAGDALENA,CIÉNAGA,SAN FERNANDO,INDF,DEFENSORIA,NULL,NULL,10803.5010074,47,112646490.43457,65745.6748728234
24620,47189,47189008,MAGDALENA,CIÉNAGA,SAN PEDRO DE LA SIERRA,INDF,DEFENSORIA,NULL,NULL,14931.8981809,47,155789276.84668,94930.990576125
24621,47189,47189009,MAGDALENA,CIÉNAGA,MAMONAL,INDF,DEFENSORIA,NULL,NULL,8273.91733361,47,86387298.9628906,70193.5811867213
24622,47189,47189010,MAGDALENA,CIÉNAGA,RESGUARDO INDIGENA KOGUI-MALAYO ARHUACO,INDF,DEFENSORIA,NULL,NULL,11906.6632706,47,124262530.245117,88899.7536397117
24623,47189,47189011,MAGDALENA,CIÉNAGA,SIN DEFINIR,INDF,DEFENSORIA,NULL,NULL,5352.75936164,47,55824607.4101562,39168.4976728971
24624,47189,47189012,MAGDALENA,CIÉNAGA,EL POZÓN,INDF,DEFENSORIA,NULL,NULL,9846.76329565,47,102632612.758789,58077.5864025925
24625,47189,47189013,MAGDALENA,CIÉNAGA,LA RESERVA,INDF,DEFENSORIA,NULL,NULL,6982.37030367,47,72912071.7919922,47478.9092768644
24626,47189,47189014,MAGDALENA,CIÉNAGA,JOLONURA,INDF,DEFENSORIA,NULL,NULL,11047.3990275,47,115408798.113281,61427.4888927474
24627,08549,08549011,ATLÁNTICO,PIOJO,TAIVE,INDF,esri,NULL,NULL,2500.09325581,08,26057172.0058594,29320.1929774881
24628,08372,08372001,ATLÁNTICO,JUAN DE ACOSTA,TODO FIERRO,INDF,esri,NULL,NULL,2316.6686128,08,24161613.4482422,24913.7119764234
24629,08372,08372002,ATLÁNTICO,JUAN DE ACOSTA,SAN VICENTE,INDF,esri,NULL,NULL,1924.5090345,08,20065328.8535156,26605.8426126548
24630,08372,08372003,ATLÁNTICO,JUAN DE ACOSTA,BAJO GUAYABAL,INDF,esri,NULL,NULL,2410.9277078,08,25135112.7822266,35644.6111414804
24631,08372,08372004,ATLÁNTICO,JUAN DE ACOSTA,LAS AZUCENAS,INDF,esri,NULL,NULL,2359.9553255,08,24609606.8808594,32434.1083960901
24632,08372,08372005,ATLÁNTICO,JUAN DE ACOSTA,SABANA PAJARO,INDF,esri,NULL,NULL,2044.03343134,08,21313646.4082031,27280.1328814034
24633,08372,08372006,ATLÁNTICO,JUAN DE ACOSTA,SIN DEFINIR,INDF,esri,NULL,NULL,1908.28726509,08,19894048.0185547,22887.3996859195
24634,08638,08638015,ATLÁNTICO,SABANALARGA,AGUADA DE PABLO,INDF,esri,NULL,NULL,2230.78587507,08,23221356.0458984,21811.7817557631
24635,13810,13810006,BOLÍVAR,TIQUISIO,SIN DEFINIR,INDF,ESRI,NULL,NULL,2176.51754011,13,22389812.5791016,25070.5629239243
24636,13670,13670044,BOLÍVAR,SAN PABLO,AGUA SUCIA,INDF,ESRI,NULL,NULL,2215.48934397,13,22693534.8041992,26436.1698744928
24637,13670,13670045,BOLÍVAR,SAN PABLO,CANALETAL,INDF,ESRI,NULL,NULL,1976.59741019,13,20245774.9750977,31724.0812412082
24638,13670,13670046,BOLÍVAR,SAN PABLO,SIN DEFINIR,INDF,ESRI,NULL,NULL,1636.23094358,13,16759474.4892578,25848.5168279629
24639,13670,13670047,BOLÍVAR,SAN PABLO,SIN DEFINIR,INDF,ESRI,NULL,NULL,2426.52468968,13,24854131.8789062,34058.231324363
24640,13670,13670048,BOLÍVAR,SAN PABLO,SIN DEFINIR,INDF,ESRI,NULL,NULL,2265.94065675,13,23208766.7382812,24411.3620218787
24641,13670,13670050,BOLÍVAR,SAN PABLO,SIN DEFINIR,INDF,ESRI,NULL,NULL,2039.94626552,13,20891241.8901367,33070.477794714
24642,13670,13670051,BOLÍVAR,SAN PABLO,SIN DEFINIR,INDF,ESRI,NULL,NULL,1502.78725668,13,15391002.9443359,26679.1748649453
24643,13670,13670054,BOLÍVAR,SAN PABLO,SIN DEFINIR,INDF,ESRI,NULL,NULL,3028.79869482,13,31016852.2875977,32723.0169969535
24644,13670,13670056,BOLÍVAR,SAN PABLO,TARACUE BAJO,INDF,ESRI,NULL,NULL,2098.86433792,13,21493629.7792969,30389.3890758003
24645,13670,13670057,BOLÍVAR,SAN PABLO,TARACUE BAJO,INDF,ESRI,NULL,NULL,1575.22966536,13,16131617.078125,28797.5313631202
24646,13670,13670058,BOLÍVAR,SAN PABLO,SIN DEFINIR,INDF,ESRI,NULL,NULL,1839.30770129,13,18833829.6567383,37488.7471760722
24647,13670,13670081,BOLÍVAR,SAN PABLO,SIN DEFINIR,INDF,ESRI,NULL,NULL,2181.00037253,13,22294837.734375,28896.6987551863
24648,13670,13670082,BOLÍVAR,SAN PABLO,SIN DEFINIR,INDF,ESRI,NULL,NULL,2033.55832458,13,20818905.3657227,22409.1066368902
24649,13655,13655019,BOLÍVAR,SAN JACINTO DEL CAUCA,SIN DEFINIR,INDF,ESRI,NULL,NULL,1891.80459095,13,19431596.8710938,29125.1195251437
24650,13655,13655020,BOLÍVAR,SAN JACINTO DEL CAUCA,SIN DEFINIR,INDF,ESRI,NULL,NULL,1502.7758671,13,15434750.9536133,21443.3615649947
24651,13655,13655021,BOLÍVAR,SAN JACINTO DEL CAUCA,MÉJICO,INDF,ESRI,NULL,NULL,1882.00029421,13,19329211.418457,22877.8082151186
24652,13655,13655022,BOLÍVAR,SAN JACINTO DEL CAUCA,EL JOBO,INDF,ESRI,NULL,NULL,2605.13007736,13,26753139.7338867,41668.9522676458
24653,13655,13655024,BOLÍVAR,SAN JACINTO DEL CAUCA,SIN DEFINIR,INDF,ESRI,NULL,NULL,2626.93133006,13,26969602.5014648,28273.5346009573
24654,13670,13670092,BOLÍVAR,SAN PABLO,SIN DEFINIR,INDF,ESRI,NULL,NULL,2268.67578234,13,23195790.2387695,22997.0890614055
24655,13670,13670093,BOLÍVAR,SAN PABLO,SIN DEFINIR,INDF,ESRI,NULL,NULL,1918.30931456,13,19612123.7241211,26610.1346690676
24656,13670,13670094,BOLÍVAR,SAN PABLO,SIN DEFINIR,INDF,ESRI,NULL,NULL,1625.75515563,13,16618952.9365234,27484.0345498861
24657,13670,13670095,BOLÍVAR,SAN PABLO,SIN DEFINIR,INDF,ESRI,NULL,NULL,1565.36684558,13,15999769.171875,25917.1618442921
24658,13670,13670096,BOLÍVAR,SAN PABLO,SIN DEFINIR,INDF,ESRI,NULL,NULL,2233.5106979,13,22825279.4599609,23987.323416068
24659,13670,13670097,BOLÍVAR,SAN PABLO,SIN DEFINIR,INDF,ESRI,NULL,NULL,1901.78720193,13,19432209.5332031,24819.9090533424
24660,13670,13670098,BOLÍVAR,SAN PABLO,SANTO DOMINGO,INDF,ESRI,NULL,NULL,1895.31662467,13,19422913.1948242,36851.1292801741
24661,13670,13670099,BOLÍVAR,SAN PABLO,SIN DEFINIR,INDF,ESRI,NULL,NULL,1806.3618621,13,18491846.8193359,21918.0381557458
24662,68745,68745035,SANTANDER,SIMACOTA,PEDREGALES,INDF,CAS,NULL,NULL,552.80741457,68,5634193.88134766,11291.0194720285
24663,08549,08549010,ATLÁNTICO,PIOJO,GUAIBANAL,INDF,esri,NULL,NULL,2771.73763051,08,28885048.9033203,26562.2754857776
24664,08372,08372007,ATLÁNTICO,JUAN DE ACOSTA,SIN DEFINIR,INDF,esri,NULL,NULL,373.25219028,08,3893381.98242188,10507.7059389821
24665,08372,08372008,ATLÁNTICO,JUAN DE ACOSTA,EL VAIVEN,INDF,esri,NULL,NULL,1731.90352912,08,18062954.3125,31406.2760748978
24666,08372,08372009,ATLÁNTICO,JUAN DE ACOSTA,CASCAJO LA BONDA,INDF,esri,NULL,NULL,1970.50812151,08,20546088.2001953,20979.8271033408
24667,13894,13894001,BOLÍVAR,ZAMBRANO,SIN DEFINIR,INDF,ESRI,NULL,NULL,2125.01251709,13,22011320.0322266,24362.452663088
24668,13894,13894002,BOLÍVAR,ZAMBRANO,SIN DEFINIR,INDF,ESRI,NULL,NULL,2052.11692348,13,21263078.9550781,24316.3840833659
24669,13894,13894004,BOLÍVAR,ZAMBRANO,SIN DEFINIR,INDF,ESRI,NULL,NULL,2069.60687725,13,21428971.3027344,24975.4977252859
24670,13894,13894005,BOLÍVAR,ZAMBRANO,SIN DEFINIR,INDF,ESRI,NULL,NULL,1667.53496081,13,17271174.8759766,25056.3646683977
24671,13894,13894006,BOLÍVAR,ZAMBRANO,TORNOVAN,INDF,ESRI,NULL,NULL,2209.36976303,13,22890270.6445312,24622.0738370642
24672,20013,20013002,CESAR,AGUSTIN CODAZZI,CAUO SECO,INDF,UNIDAD VICTIMAS,NULL,NULL,11267.7398361,20,116896252.941406,69171.5395739578
24673,20013,20013004,CESAR,AGUSTIN CODAZZI,PUNTA ARRECHA,INDF,UNIDAD VICTIMAS,NULL,NULL,19145.7723054,20,198563675.558594,93527.1143683497
24674,20013,20013005,CESAR,AGUSTIN CODAZZI,LOS MANANTIALES,INDF,UNIDAD VICTIMAS,NULL,NULL,21785.1083879,20,225740948.982422,121030.153160608
24675,20621,20621000,CESAR,LA PAZ,MINGUILLO,INDF,UNIDAD VICTIMAS,NULL,NULL,18910.4284913,20,196065019.917969,107330.88650075
